order_id,user_id,order_datetime,num_items,subtotal,shipping_fee,tax,discount_total,total,payment_method,order_status,shipping_city,shipping_country
O00006192,U000432,2024-10-14T12:34:26.006289,1,41.16,3.87,4.11,0.0,49.14,Gift Card,processing,East Gina,Uzbekistan
O00006193,U000857,2024-06-11T06:23:27.847531,1,13.42,4.53,1.04,0.0,18.99,Credit Card,completed,North Samuelshire,Bermuda
O00006194,U000098,2025-03-11T23:35:55.590665,1,896.11,0.0,60.84,0.0,956.95,UPI,returned,Oscarhaven,Nigeria
O00006195,U000116,2024-05-22T06:36:28.550876,3,398.74,0.0,40.21,0.0,438.95,Paypal,shipped,New Debbieton,Rwanda
O00006196,U000010,2025-03-07T13:55:29.044853,1,173.73,0.0,12.18,0.0,185.91,Debit Card,completed,Kaylamouth,Turks and Caicos Islands
O00006197,U000805,2025-01-26T00:27:57.684193,1,1.09,8.99,0.1,0.1,10.18,Debit Card,cancelled,Port Scott,Equatorial Guinea
O00006198,U000639,2025-09-18T10:28:51.217191,2,198.88,0.0,11.41,24.65,210.29,COD,processing,North Matthewfurt,Sri Lanka
O00006199,U000004,2025-04-18T23:46:35.771940,2,370.59,0.0,40.4,134.64,410.99,Credit Card,shipped,Barbaraland,Turks and Caicos Islands
O00006200,U000838,2024-05-18T20:41:56.905240,1,46.27,3.77,5.45,0.0,55.49,Credit Card,processing,Caldwellstad,Tunisia
O00006201,U000995,2025-02-16T04:34:31.915947,1,211.38,0.0,16.34,0.0,227.72,Gift Card,shipped,South Neil,Turkey
O00006202,U000967,2025-03-06T21:30:35.765640,2,208.38,0.0,14.51,0.0,222.89,Credit Card,shipped,Harperside,South Africa
O00006203,U000855,2024-09-18T10:42:28.808111,1,57.48,9.13,5.58,0.0,72.19,COD,returned,Pooleshire,Nicaragua
O00006204,U000644,2024-07-30T04:42:50.591901,2,125.64,0.0,12.21,0.0,137.85,Paypal,shipped,South Kennethtown,Australia
O00006205,U000840,2024-01-22T02:52:48.997169,4,297.37,0.0,28.17,0.0,325.54,Debit Card,completed,South Dustin,Mayotte
O00006206,U000669,2024-12-16T13:06:16.588835,3,352.89,0.0,41.83,21.9,394.72,Credit Card,completed,West Trevorborough,Guyana
O00006207,U000259,2025-05-10T22:55:59.388284,2,755.42,0.0,73.39,0.0,828.81,Debit Card,returned,North Steven,San Marino
O00006208,U000642,2025-01-30T12:02:00.464871,1,146.21,0.0,15.01,0.0,161.22,Credit Card,returned,Peterberg,Argentina
O00006209,U000623,2024-08-17T01:14:42.267557,4,593.02,0.0,49.12,0.0,642.14,UPI,processing,Ballardland,Portugal
O00006210,U000830,2024-06-08T11:47:54.689454,5,1355.71,0.0,101.49,71.12,1457.2,COD,completed,Woodston,Namibia
O00006211,U000046,2024-04-08T23:54:57.039500,5,493.12,0.0,40.9,8.07,534.02,Paypal,shipped,Rogersfurt,Antarctica (the territory South of 60 deg S)
O00006212,U000574,2024-04-18T10:35:06.435384,5,1411.37,0.0,90.64,0.0,1502.01,UPI,completed,Alvarezburgh,Montserrat
O00006213,U000788,2025-02-04T21:18:39.711565,5,1912.39,0.0,111.21,76.08,2023.6,UPI,shipped,North Lauraberg,Bulgaria
O00006214,U000641,2024-08-28T17:59:10.522926,1,1158.38,0.0,93.76,0.0,1252.14,Debit Card,cancelled,Schneiderside,Iraq
O00006215,U000976,2024-01-17T02:05:15.146571,6,456.51,0.0,33.55,5.66,490.06,Debit Card,completed,North Jill,Netherlands
O00006216,U000318,2024-08-26T18:54:53.429489,1,33.91,9.82,2.76,0.0,46.49,Debit Card,cancelled,South Samantha,Tokelau
O00006217,U000402,2025-07-06T08:48:36.154275,2,1099.77,0.0,81.66,0.0,1181.43,Credit Card,shipped,Justinside,Sri Lanka
O00006218,U000551,2024-07-05T05:52:14.404997,1,13.04,9.27,0.74,0.0,23.05,Debit Card,shipped,Martinezport,Syrian Arab Republic
O00006219,U000046,2024-07-12T10:15:09.147697,2,313.41,0.0,27.72,0.0,341.13,COD,cancelled,Rogersfurt,Antarctica (the territory South of 60 deg S)
O00006220,U000391,2025-03-13T19:37:00.821837,2,169.17,0.0,15.72,0.0,184.89,Debit Card,processing,Mauricechester,Guyana
O00006221,U000790,2025-06-30T21:15:48.239260,2,289.22,0.0,32.76,0.0,321.98,Credit Card,processing,Lake Lori,Reunion
O00006222,U000501,2024-07-13T07:39:39.462898,1,98.09,8.47,9.38,0.0,115.94,Paypal,shipped,New Danielle,Palestinian Territory
O00006223,U000112,2024-01-05T17:04:04.455007,1,11.42,4.66,0.62,0.0,16.7,Gift Card,returned,Port Katherine,Netherlands
O00006224,U000681,2024-02-04T03:50:32.626199,3,294.94,0.0,35.39,0.0,330.33,Gift Card,returned,Carrieport,Latvia
O00006225,U000805,2024-04-05T22:50:38.423455,1,7.89,10.44,0.61,0.0,18.94,Paypal,completed,Port Scott,Equatorial Guinea
O00006226,U000332,2025-10-24T05:28:18.225341,2,552.27,0.0,29.85,0.0,582.12,UPI,completed,Stokeshaven,Turkey
O00006227,U000527,2024-11-13T13:24:37.994984,1,68.96,11.99,8.0,0.0,88.95,Debit Card,processing,East Mark,Saint Pierre and Miquelon
O00006228,U000215,2024-07-28T10:05:33.118869,1,4.54,4.82,0.38,0.0,9.74,Credit Card,processing,North Melindaville,Sudan
O00006229,U000587,2025-01-07T14:42:24.019324,2,126.64,0.0,10.16,0.0,136.8,Credit Card,cancelled,South Sherryberg,Turks and Caicos Islands
O00006230,U000696,2025-06-05T13:27:04.327143,3,828.85,0.0,47.65,0.0,876.5,Debit Card,processing,West James,Mayotte
O00006231,U000777,2024-12-05T13:05:46.190931,1,237.61,0.0,14.43,0.0,252.04,UPI,returned,Meganland,Ireland
O00006232,U000906,2024-07-22T15:45:48.490596,1,70.89,5.59,8.2,0.0,84.68,UPI,processing,Taylorberg,Saint Vincent and the Grenadines
O00006233,U000797,2024-11-02T07:30:46.367672,1,9.22,6.37,0.83,0.0,16.42,COD,completed,Kevinfort,Belarus
O00006234,U000439,2024-11-03T21:28:50.189337,5,450.13,0.0,28.97,33.12,479.1,COD,completed,Lake Patrickbury,Burundi
O00006235,U000283,2024-07-30T16:54:28.187064,2,262.13,0.0,13.38,0.0,275.51,Gift Card,shipped,East Lindsey,Yemen
O00006236,U000665,2025-10-05T15:23:50.268577,2,248.86,0.0,16.36,69.33,265.22,Credit Card,cancelled,Johnmouth,Korea
O00006237,U000409,2024-10-14T03:15:57.189605,1,33.06,7.98,1.7,0.0,42.74,UPI,shipped,Barkerberg,Armenia
O00006238,U000776,2024-05-17T16:38:38.388040,1,96.06,7.44,7.51,0.0,111.01,Debit Card,completed,Whitestad,Romania
O00006239,U000173,2025-09-01T02:52:52.190922,1,98.25,9.0,9.96,0.0,117.21,Paypal,completed,South Julie,Lesotho
O00006240,U000963,2024-10-18T19:33:53.478605,3,945.06,0.0,49.57,0.0,994.63,Paypal,shipped,Lake Lauramouth,Jersey
O00006241,U000870,2025-11-08T13:48:57.699789,1,112.91,0.0,12.85,0.0,125.76,Paypal,returned,Rachelside,South Africa
O00006242,U000238,2024-06-24T17:47:18.834660,1,394.98,0.0,27.42,0.0,422.4,Gift Card,processing,Sylviamouth,Hungary
O00006243,U000092,2024-08-14T03:33:15.390080,2,121.03,0.0,13.59,0.0,134.62,Debit Card,processing,Bruceview,Heard Island and McDonald Islands
O00006244,U000729,2024-01-16T18:26:51.811615,6,899.42,0.0,103.26,0.0,1002.68,Paypal,returned,Oscarport,China
O00006245,U000026,2024-06-16T01:50:11.429006,1,30.63,7.11,2.21,0.0,39.95,Gift Card,processing,Lake Angelaview,Tuvalu
O00006246,U000927,2024-08-03T06:41:06.878360,1,232.43,0.0,17.76,0.0,250.19,UPI,shipped,Wilsonstad,Brazil
O00006247,U000061,2024-05-30T21:13:06.631602,2,220.51,0.0,14.4,0.0,234.91,Paypal,cancelled,North Angela,Belize
O00006248,U000840,2024-05-16T05:44:10.710274,3,632.87,0.0,35.14,73.66,668.01,UPI,completed,South Dustin,Mayotte
O00006249,U000489,2025-02-06T18:46:48.423185,3,283.29,0.0,30.14,0.0,313.43,Credit Card,returned,Danielfort,Romania
O00006250,U000965,2024-09-21T02:33:40.280343,1,509.17,0.0,32.27,69.48,541.44,Gift Card,shipped,New Mercedesborough,North Macedonia
O00006251,U000901,2024-07-05T07:42:43.105089,3,710.12,0.0,64.2,0.0,774.32,COD,shipped,West Kevin,Israel
O00006252,U000156,2024-10-18T19:28:13.085212,2,203.36,0.0,11.39,0.0,214.75,UPI,shipped,Stoneberg,Spain
O00006253,U000951,2024-05-07T13:06:56.751732,4,247.53,0.0,15.15,13.38,262.68,Paypal,cancelled,Chenborough,Morocco
O00006254,U000806,2024-11-13T15:38:26.653771,3,680.84,0.0,45.97,0.0,726.81,UPI,cancelled,Richardsonfort,Saint Kitts and Nevis
O00006255,U000899,2024-02-24T02:08:50.851121,6,1204.93,0.0,76.14,10.02,1281.07,UPI,shipped,West Jefferyfort,Uruguay
O00006256,U000518,2025-08-26T18:55:37.430835,2,220.17,0.0,22.56,0.0,242.73,Debit Card,shipped,Allenburgh,Korea
O00006257,U000046,2025-01-21T18:08:32.589873,3,106.33,0.0,12.2,8.22,118.53,Debit Card,completed,Rogersfurt,Antarctica (the territory South of 60 deg S)
O00006258,U000205,2024-09-01T22:27:40.770145,4,1048.48,0.0,107.48,0.0,1155.96,UPI,returned,Lake Colleen,Western Sahara
O00006259,U000719,2025-01-24T09:47:20.552061,1,36.49,5.88,4.29,0.0,46.66,Paypal,shipped,South Kevin,Turks and Caicos Islands
O00006260,U000342,2024-09-17T00:39:22.095966,5,804.35,0.0,84.05,0.0,888.4,COD,processing,Williehaven,Swaziland
O00006261,U000102,2024-08-07T15:06:56.009864,1,17.09,5.0,1.34,0.0,23.43,Gift Card,completed,East Diane,Bosnia and Herzegovina
O00006262,U000580,2024-02-03T21:20:12.326196,3,839.78,0.0,55.13,113.44,894.91,Debit Card,completed,New Matthewland,Bermuda
O00006263,U000330,2024-09-10T17:42:27.942780,3,568.51,0.0,48.61,0.0,617.12,Credit Card,shipped,Jenniferside,French Southern Territories
O00006264,U000125,2024-11-14T17:03:44.186201,2,264.27,0.0,22.82,0.0,287.09,Credit Card,returned,Davisbury,Cameroon
O00006265,U000212,2024-01-06T10:37:21.240080,1,288.77,0.0,24.71,0.0,313.48,COD,completed,North Jonathanhaven,Botswana
O00006266,U000982,2024-09-08T17:12:01.202170,1,174.86,0.0,16.96,0.0,191.82,Paypal,returned,Susanbury,Luxembourg
O00006267,U000168,2024-03-16T07:45:43.493719,1,71.8,10.35,4.52,0.0,86.67,COD,cancelled,Justinside,Vanuatu
O00006268,U000657,2024-12-27T20:19:47.658673,4,445.82,0.0,51.24,0.0,497.06,COD,shipped,Patrickland,Tokelau
O00006269,U000245,2024-11-12T11:13:56.826157,1,532.24,0.0,56.73,0.0,588.97,Debit Card,completed,South Stephanie,Algeria
O00006270,U000625,2025-04-06T07:17:51.238976,3,255.72,0.0,20.87,4.59,276.59,Debit Card,cancelled,Lake Jacqueline,United Kingdom
O00006271,U000921,2024-10-18T18:30:53.673149,2,346.78,0.0,35.41,0.0,382.19,Credit Card,returned,East Kimberlyport,Montenegro
O00006272,U000065,2024-06-09T13:59:47.136178,2,314.61,0.0,15.8,0.0,330.41,UPI,processing,East Laurashire,Barbados
O00006273,U000864,2024-02-23T14:24:33.169403,4,1000.02,0.0,78.13,0.0,1078.15,Gift Card,shipped,Dillonland,Antarctica (the territory South of 60 deg S)
O00006274,U000195,2024-08-02T18:50:48.216840,2,68.08,7.56,6.08,0.0,81.72,Gift Card,processing,Stevensbury,Holy See (Vatican City State)
O00006275,U000850,2024-07-17T08:19:34.511426,1,49.83,5.23,3.31,0.0,58.37,UPI,shipped,North Lindaville,Wallis and Futuna
O00006276,U000881,2024-12-24T18:31:28.972480,3,201.2,0.0,16.92,0.0,218.12,UPI,processing,Kathleenport,Togo
O00006277,U000341,2025-08-04T08:35:50.661338,3,294.16,0.0,26.64,4.6,320.8,Paypal,processing,North Felicia,United Kingdom
O00006278,U000453,2025-07-28T21:34:56.874934,2,726.48,0.0,46.5,10.12,772.98,Gift Card,completed,East Adam,United Arab Emirates
O00006279,U000294,2025-06-06T04:48:22.301267,1,170.98,0.0,16.35,0.0,187.33,Debit Card,processing,Buckburgh,Algeria
O00006280,U000898,2025-02-22T10:03:43.763052,1,38.71,11.27,3.22,0.0,53.2,COD,shipped,Natashahaven,Burundi
O00006281,U000440,2024-08-26T11:56:46.877771,1,14.81,4.81,1.25,0.0,20.87,COD,completed,Port Devin,Burundi
O00006282,U000643,2024-07-11T16:16:18.458137,3,168.78,0.0,11.4,0.0,180.18,COD,completed,Johnport,Tuvalu
O00006283,U000002,2025-03-25T16:50:55.251471,3,591.06,0.0,32.64,30.36,623.7,COD,processing,Lawrencetown,Cyprus
O00006284,U000594,2024-06-18T15:23:33.103709,4,1099.98,0.0,96.58,0.0,1196.56,UPI,processing,Mcdowellville,Saint Barthelemy
O00006285,U000378,2025-10-27T02:30:07.694291,2,948.56,0.0,51.27,0.0,999.83,COD,cancelled,Jeremyborough,Guatemala
O00006286,U000029,2025-05-30T13:03:18.738612,1,147.59,0.0,15.57,0.0,163.16,Gift Card,processing,West Jasonbury,United Arab Emirates
O00006287,U000713,2025-08-21T06:24:07.782851,1,19.34,6.46,1.77,4.18,27.57,Debit Card,shipped,New Craigport,Chile
O00006288,U000357,2025-10-06T09:26:34.184598,2,176.61,0.0,11.83,0.0,188.44,Debit Card,completed,South Erik,Chad
O00006289,U000771,2024-07-18T20:05:47.917574,2,611.57,0.0,65.44,0.0,677.01,Gift Card,completed,North Joseph,Anguilla
O00006290,U000723,2024-05-31T10:36:41.542304,3,398.15,0.0,43.08,29.13,441.23,Debit Card,cancelled,Dennismouth,Saint Vincent and the Grenadines
O00006291,U000342,2025-04-29T23:32:46.099587,1,47.91,10.45,3.7,0.0,62.06,COD,completed,Williehaven,Swaziland
O00006292,U000872,2025-06-21T07:49:42.180787,3,653.63,0.0,64.88,115.48,718.51,Credit Card,cancelled,South Georgemouth,British Indian Ocean Territory (Chagos Archipelago)
O00006293,U000455,2025-06-25T12:39:50.698815,2,65.72,5.67,5.3,0.0,76.69,Debit Card,completed,North Denise,Colombia
O00006294,U000864,2024-07-27T20:40:01.146940,1,37.24,5.21,2.96,0.0,45.41,Paypal,processing,Dillonland,Antarctica (the territory South of 60 deg S)
O00006295,U000019,2024-03-23T23:27:44.068139,1,266.12,0.0,22.69,0.0,288.81,Gift Card,cancelled,Lake Yvettetown,Bolivia
O00006296,U000478,2025-01-24T11:01:55.099010,3,357.23,0.0,31.77,0.0,389.0,UPI,completed,Garzabury,Kyrgyz Republic
O00006297,U000276,2025-02-16T18:44:16.235964,1,66.25,5.38,7.03,0.0,78.66,Gift Card,shipped,New Shellyland,Saint Martin
O00006298,U000286,2024-06-16T07:09:33.518325,2,1982.05,0.0,204.28,4.97,2186.33,COD,returned,Mikaylastad,Solomon Islands
O00006299,U000111,2025-02-19T12:04:44.540217,2,1340.24,0.0,105.26,0.0,1445.5,COD,processing,New Williamstad,Belarus
O00006300,U000488,2025-07-24T07:23:17.469536,3,659.43,0.0,58.3,96.62,717.73,UPI,cancelled,New Tyronebury,Jamaica
O00006301,U000581,2025-10-08T05:00:56.864559,1,10.91,7.03,1.26,0.0,19.2,Debit Card,cancelled,Jamesfurt,Jersey
O00006302,U000386,2024-06-25T19:11:10.568115,3,363.96,0.0,38.1,0.0,402.06,COD,returned,Lake Aprilmouth,Kuwait
O00006303,U000543,2025-01-30T13:41:23.520676,3,550.23,0.0,55.03,0.0,605.26,COD,returned,Thomasport,Oman
O00006304,U001000,2024-07-14T00:01:08.803726,2,106.79,0.0,7.41,0.0,114.2,Paypal,processing,New Jennifer,Ukraine
O00006305,U000825,2025-01-28T05:53:07.216110,1,39.38,4.13,4.65,0.0,48.16,COD,cancelled,South Christine,Samoa
O00006306,U000894,2024-07-03T10:23:49.618211,3,343.78,0.0,38.94,0.0,382.72,Debit Card,processing,Fowlerview,Congo
O00006307,U000357,2024-10-07T09:12:41.471266,3,274.02,0.0,18.85,0.0,292.87,Paypal,completed,South Erik,Chad
O00006308,U000938,2024-01-12T17:57:52.191022,1,43.84,10.58,3.39,0.0,57.81,UPI,completed,New Joshuaview,Indonesia
O00006309,U000200,2025-06-03T04:54:03.360442,2,1191.55,0.0,127.31,0.0,1318.86,Debit Card,processing,Novakmouth,Netherlands
O00006310,U000926,2025-07-26T08:26:28.751138,4,940.17,0.0,107.1,0.0,1047.27,Credit Card,completed,Flemingtown,Martinique
O00006311,U000832,2025-04-23T12:46:05.325717,5,1485.17,0.0,74.52,0.0,1559.69,COD,completed,Williamsfurt,Guyana
O00006312,U000212,2024-04-27T04:40:26.310784,1,125.46,0.0,10.58,0.0,136.04,Credit Card,cancelled,North Jonathanhaven,Botswana
O00006313,U000371,2024-06-02T13:51:51.731952,4,353.3,0.0,25.55,13.79,378.85,Credit Card,completed,Victoriafurt,Haiti
O00006314,U000609,2025-02-09T19:57:25.691323,2,38.79,4.36,4.18,0.0,47.33,Gift Card,completed,Claytonport,British Virgin Islands
O00006315,U000231,2024-12-08T08:16:40.462697,1,327.72,0.0,35.84,0.0,363.56,UPI,processing,South Joseph,Sweden
O00006316,U000943,2024-03-28T18:14:00.960151,1,169.68,0.0,17.88,0.0,187.56,UPI,completed,North Williamville,Guernsey
O00006317,U000354,2025-05-09T11:56:52.130111,4,2694.48,0.0,245.64,613.39,2940.12,Debit Card,returned,New James,Togo
O00006318,U000544,2025-05-09T21:43:54.604523,2,518.9,0.0,39.51,22.9,558.41,Paypal,returned,East Ericaville,Lesotho
O00006319,U000404,2024-05-29T11:19:38.763495,3,145.06,0.0,13.7,0.0,158.76,COD,completed,East Christophertown,Saint Lucia
O00006320,U000774,2025-01-28T17:22:10.605012,1,7.3,9.33,0.71,0.0,17.34,UPI,completed,Lindaside,Cocos (Keeling) Islands
O00006321,U000772,2025-07-13T05:16:07.780083,1,40.11,6.85,4.45,0.0,51.41,Paypal,returned,West Alejandro,Cameroon
O00006322,U000407,2025-03-15T12:01:21.804616,1,39.99,7.95,3.75,0.0,51.69,Paypal,completed,South Paul,Mali
O00006323,U000652,2025-08-26T12:26:29.867578,1,40.68,10.12,4.16,8.41,54.96,Gift Card,completed,Kimberlyfort,Korea
O00006324,U000978,2025-02-02T12:34:02.413521,1,25.02,11.78,2.43,0.0,39.23,Credit Card,returned,South Andre,Finland
O00006325,U000240,2025-09-30T16:33:49.044607,1,13.42,4.17,1.03,0.0,18.62,Credit Card,cancelled,New Pamelatown,Northern Mariana Islands
O00006326,U000354,2024-03-09T05:38:35.242333,1,77.45,9.4,5.91,0.0,92.76,Gift Card,processing,New James,Togo
O00006327,U000213,2024-04-17T20:41:37.176206,1,36.24,5.31,3.74,2.96,45.29,Gift Card,processing,West Whitney,Namibia
O00006328,U000704,2025-10-23T15:49:24.509661,1,203.63,0.0,14.86,0.0,218.49,Paypal,returned,South Brianhaven,Palestinian Territory
O00006329,U000030,2025-11-13T10:20:51.400051,4,1127.49,0.0,117.53,0.0,1245.02,Debit Card,shipped,Port Francisco,Uzbekistan
O00006330,U000614,2025-06-04T00:14:40.328402,1,53.3,10.9,4.7,6.47,68.9,UPI,returned,Port Jaredfurt,Benin
O00006331,U000188,2024-10-31T18:02:05.494099,1,250.51,0.0,22.85,0.0,273.36,Gift Card,processing,Oscarside,Singapore
O00006332,U000588,2024-02-11T20:43:25.929241,2,213.43,0.0,18.84,0.0,232.27,UPI,completed,Markshire,British Virgin Islands
O00006333,U000840,2024-04-28T13:30:05.885469,2,229.74,0.0,19.81,0.0,249.55,Credit Card,returned,South Dustin,Mayotte
O00006334,U000027,2025-08-11T12:40:31.824239,5,1027.58,0.0,70.09,5.69,1097.67,Credit Card,cancelled,Calderonton,North Macedonia
O00006335,U000400,2025-06-04T23:47:59.674736,3,178.07,0.0,19.87,0.0,197.94,Gift Card,processing,Arroyofort,Portugal
O00006336,U000157,2024-11-23T14:07:04.512286,1,206.71,0.0,19.81,22.82,226.52,COD,cancelled,Ericksonport,Guadeloupe
O00006337,U000374,2024-07-25T03:06:09.248178,1,162.22,0.0,14.93,0.0,177.15,UPI,returned,Port Dustinchester,Spain
O00006338,U000023,2025-08-05T12:17:13.188653,1,10.72,11.52,0.59,0.0,22.83,Debit Card,completed,Sarahborough,Mongolia
O00006339,U000907,2024-08-25T20:37:31.825502,5,364.97,0.0,33.75,0.0,398.72,COD,completed,East Cassandraville,Bangladesh
O00006340,U000182,2024-07-15T08:27:56.559456,6,2427.15,0.0,203.78,0.0,2630.93,Debit Card,completed,Barbaramouth,Suriname
O00006341,U000167,2025-04-30T11:20:39.212650,1,756.23,0.0,48.91,0.0,805.14,Gift Card,returned,Port Randyfort,Vietnam
O00006342,U000212,2024-10-09T08:30:03.530293,3,482.55,0.0,47.7,0.0,530.25,UPI,returned,North Jonathanhaven,Botswana
O00006343,U000121,2024-08-18T06:54:28.925674,1,151.69,0.0,10.61,60.83,162.3,Debit Card,shipped,Lake Matthewberg,Madagascar
O00006344,U000722,2025-07-01T10:35:36.313318,1,267.08,0.0,22.39,0.0,289.47,Gift Card,shipped,North Devinfort,Niger
O00006345,U000379,2024-03-31T05:27:44.084307,1,83.68,10.34,8.03,0.0,102.05,UPI,cancelled,Matthewville,Macao
O00006346,U000980,2025-06-15T23:28:42.909849,3,77.15,10.9,5.93,0.0,93.98,Debit Card,shipped,North Donald,Nauru
O00006347,U000325,2024-01-26T12:11:28.716083,6,4296.87,0.0,306.8,274.68,4603.67,Paypal,completed,Jacquelineton,Mexico
O00006348,U000806,2024-01-07T22:47:49.450390,1,6.56,8.07,0.61,0.0,15.24,UPI,returned,Richardsonfort,Saint Kitts and Nevis
O00006349,U000916,2024-07-25T09:52:36.063668,2,387.85,0.0,44.53,0.0,432.38,COD,cancelled,North Rachel,South Africa
O00006350,U000651,2025-01-22T14:42:03.121873,2,202.65,0.0,15.86,0.0,218.51,Paypal,completed,Port Jodi,Cuba
O00006351,U000261,2025-08-03T04:58:47.347026,3,107.31,0.0,11.12,0.0,118.43,COD,shipped,South Brentshire,British Virgin Islands
O00006352,U000941,2024-09-17T22:43:40.127271,1,234.36,0.0,21.63,0.0,255.99,COD,shipped,East Monica,Norfolk Island
O00006353,U000353,2024-02-13T20:04:24.335449,1,30.23,3.57,3.13,0.0,36.93,COD,shipped,Dennismouth,Tajikistan
O00006354,U000698,2025-05-09T21:32:32.419348,2,111.88,0.0,13.32,0.0,125.2,Paypal,completed,Valdezberg,American Samoa
O00006355,U000028,2024-06-01T20:05:26.343429,2,302.43,0.0,27.49,0.0,329.92,UPI,processing,North Charlesberg,Monaco
O00006356,U000700,2024-02-07T08:26:22.865678,1,67.82,3.95,4.73,0.0,76.5,Paypal,returned,Donberg,Antarctica (the territory South of 60 deg S)
O00006357,U000850,2024-01-19T17:33:56.060620,1,59.77,5.08,3.21,0.0,68.06,Debit Card,returned,North Lindaville,Wallis and Futuna
O00006358,U000118,2025-09-05T17:04:23.021479,1,76.57,6.42,4.64,0.0,87.63,COD,shipped,West Christopher,United States of America
O00006359,U000486,2025-08-21T06:06:59.855842,3,1030.93,0.0,63.32,10.48,1094.25,Gift Card,returned,North Deborahberg,Burkina Faso
O00006360,U000964,2024-03-13T22:32:16.734254,2,100.38,0.0,11.91,0.0,112.29,COD,cancelled,Wigginsbury,Burundi
O00006361,U000643,2025-06-16T16:32:12.700160,1,146.21,0.0,16.84,0.0,163.05,Gift Card,completed,Johnport,Tuvalu
O00006362,U000682,2024-05-19T13:31:23.776296,2,585.78,0.0,69.54,0.0,655.32,Credit Card,cancelled,South Mauriceborough,Togo
O00006363,U000807,2025-08-13T19:43:16.178113,2,376.72,0.0,34.61,0.0,411.33,UPI,completed,Andrewburgh,Cocos (Keeling) Islands
O00006364,U000845,2024-08-15T23:45:20.782525,3,772.67,0.0,65.4,8.82,838.07,Gift Card,completed,Alexismouth,Samoa
O00006365,U000532,2024-09-26T03:24:19.814698,2,62.28,3.75,3.95,0.0,69.98,UPI,processing,Pamelaville,Malaysia
O00006366,U000756,2024-08-31T16:01:12.270518,1,103.35,0.0,10.97,0.0,114.32,UPI,cancelled,Heatherborough,Finland
O00006367,U000844,2025-04-28T13:45:49.588840,2,182.01,0.0,21.19,0.0,203.2,COD,shipped,Morrowside,Montserrat
O00006368,U000434,2024-09-24T20:36:33.942803,1,206.46,0.0,14.72,0.0,221.18,UPI,shipped,Deanberg,Mexico
O00006369,U000836,2024-08-14T05:52:37.586356,2,532.02,0.0,55.56,16.31,587.58,Credit Card,processing,Nathanielchester,Haiti
O00006370,U000183,2024-08-18T18:27:35.968523,1,23.63,6.95,2.39,0.0,32.97,UPI,processing,Lake Erika,Yemen
O00006371,U000108,2025-04-08T10:30:36.078678,1,12.49,6.93,0.83,0.0,20.25,Debit Card,processing,New Angelica,Hong Kong
O00006372,U000392,2024-11-18T09:44:09.641806,6,244.53,0.0,17.41,1.83,261.94,COD,processing,Hamptonmouth,Peru
O00006373,U000796,2024-01-02T14:01:59.047086,3,294.82,0.0,31.44,23.99,326.26,Paypal,processing,North Davidville,Hungary
O00006374,U000525,2025-10-04T21:44:04.164318,4,749.57,0.0,87.61,52.56,837.18,Debit Card,returned,West Derekmouth,Antigua and Barbuda
O00006375,U000159,2025-10-26T01:30:43.912321,4,708.6,0.0,67.81,0.0,776.41,Gift Card,cancelled,East Andrewmouth,Antigua and Barbuda
O00006376,U000872,2024-02-23T22:54:55.539102,1,31.5,3.77,1.74,8.49,37.01,Debit Card,processing,South Georgemouth,British Indian Ocean Territory (Chagos Archipelago)
O00006377,U000605,2025-01-27T09:16:10.843505,1,12.51,11.12,1.43,0.0,25.06,Debit Card,processing,Jenniferchester,Benin
O00006378,U000373,2024-05-29T09:16:07.862435,2,783.12,0.0,48.09,15.28,831.21,Credit Card,returned,New Richard,Bolivia
O00006379,U000111,2024-02-17T01:09:48.717791,4,536.07,0.0,42.8,13.54,578.87,Gift Card,processing,New Williamstad,Belarus
O00006380,U000791,2025-04-27T18:40:47.692910,2,693.44,0.0,77.22,18.56,770.66,Debit Card,completed,East David,North Macedonia
O00006381,U000663,2025-01-12T22:40:06.924291,1,30.23,6.19,3.22,0.0,39.64,Credit Card,returned,Nelsonview,Venezuela
O00006382,U000387,2024-05-09T09:07:42.951044,2,216.88,0.0,15.6,0.0,232.48,Gift Card,returned,Joelfort,Colombia
O00006383,U000629,2025-04-20T21:38:40.932955,2,113.04,0.0,11.99,0.0,125.03,Gift Card,shipped,Sandramouth,United States of America
O00006384,U000221,2024-09-28T05:44:40.782496,2,1211.48,0.0,68.48,0.0,1279.96,Debit Card,shipped,Meganton,Colombia
O00006385,U000037,2024-05-31T08:39:06.334152,1,587.2,0.0,67.06,0.0,654.26,COD,cancelled,Ramosborough,Gibraltar
O00006386,U000483,2024-02-19T13:48:53.856275,3,800.73,0.0,64.47,0.0,865.2,COD,returned,New Valeriefurt,Myanmar
O00006387,U000121,2025-10-01T05:33:12.440185,2,193.64,0.0,13.16,9.44,206.8,Paypal,shipped,Lake Matthewberg,Madagascar
O00006388,U000545,2025-01-11T16:47:05.223813,1,199.74,0.0,15.27,0.0,215.01,Gift Card,cancelled,Port Shari,Congo
O00006389,U000303,2024-02-02T20:55:08.195412,1,419.21,0.0,45.65,0.0,464.86,UPI,returned,Port Christopher,Germany
O00006390,U000697,2024-05-20T00:24:49.353992,1,39.06,4.06,2.54,8.25,45.66,COD,returned,Alanport,Saint Vincent and the Grenadines
O00006391,U000987,2025-08-31T22:19:27.876008,3,434.21,0.0,29.18,19.15,463.39,Debit Card,shipped,Jacquelineborough,Albania
